drug_1,drug_2,context,label
Sorafenib,propylene_glycol,Nanoparticle,0
Sorafenib,mebendazole,Nanoparticle,0
Sorafenib,L-proline,Nanoparticle,0
Sorafenib,L-lysine,Nanoparticle,0
Sorafenib,L-ascorbic_acid,Nanoparticle,0
Sorafenib,stearic_acid,Nanoparticle,0
Sorafenib,(R)-(+)-Limonene,Nanoparticle,0
Sorafenib,meglumine,Nanoparticle,0
Sorafenib,hydrochlorothiazide,Nanoparticle,0
Sorafenib,ketoprofen,Nanoparticle,0
Sorafenib,memantine_hydrochloride,Nanoparticle,0
Sorafenib,naproxen_sodium,Nanoparticle,0
Sorafenib,mannitol,Nanoparticle,0
Sorafenib,D-sorbitol,Nanoparticle,0
Sorafenib,tannic_acid,Nanoparticle,1
Sorafenib,rhodamine_B,Nanoparticle,0
Sorafenib,moxifloxacin,Nanoparticle,0
Sorafenib,ciprofloxacin,Nanoparticle,0
Sorafenib,certirizine,Nanoparticle,0
Sorafenib,budesonide,Nanoparticle,0
Sorafenib,etidronic_acid,Nanoparticle,0
Sorafenib,emtricitabine,Nanoparticle,0
Sorafenib,metoprolol(+)-tartrate,Nanoparticle,0
Sorafenib,phenytoin,Nanoparticle,0
Sorafenib,propranolol_hydrochloride,Nanoparticle,0
Sorafenib,captan,Nanoparticle,0
Sorafenib,neotame,Nanoparticle,0
Sorafenib,alendronate_sodium,Nanoparticle,0
Sorafenib,piroxicam,Nanoparticle,0
Sorafenib,desipramine_hydrochloride,Nanoparticle,0
Sorafenib,nadolol,Nanoparticle,0
Sorafenib,omeprazole,Nanoparticle,0
Sorafenib,labetalol_hydrochloride,Nanoparticle,0
Sorafenib,prednisone,Nanoparticle,0
Sorafenib,risperidone,Nanoparticle,0
Sorafenib,fluconazole,Nanoparticle,0
Sorafenib,methotrexate_hydrate,Nanoparticle,0
Sorafenib,tenofovir_alafenamide,Nanoparticle,0
Sorafenib,carbamazepine,Nanoparticle,0
Lumefantrine,caffeine,Nanoparticle,0
Lumefantrine,succinic_acid,Nanoparticle,0
Lumefantrine,octyl_gallate,Nanoparticle,0
Lumefantrine,DL-malic_acid,Nanoparticle,0
Lumefantrine,adipic_acid,Nanoparticle,0
Lumefantrine,Triazabicyclodecene,Nanoparticle,0
Lumefantrine,DBU,Nanoparticle,0
Lumefantrine,L-asparagine,Nanoparticle,0
Lumefantrine,theobromine,Nanoparticle,0
Lumefantrine,"3,3'-thiodipropionic_acid",Nanoparticle,0
Lumefantrine,theophylline,Nanoparticle,0
Lumefantrine,borneol,Nanoparticle,0
Lumefantrine,cinnamaldehyde,Nanoparticle,0
Lumefantrine,aspartame,Nanoparticle,0
Lumefantrine,squalene,Nanoparticle,0
Lumefantrine,benzaldehyde,Nanoparticle,0
Lumefantrine,sodium_deoxycholate,Nanoparticle,1
Lumefantrine,cholic_acid,Nanoparticle,0
Lumefantrine,glycocholic_acid,Nanoparticle,1
Lumefantrine,sucrose_octaacetate,Nanoparticle,0
Lumefantrine,trans_anethole,Nanoparticle,1
Lumefantrine,indomethacin,Nanoparticle,1
Lumefantrine,terpinyl_butyrate,Nanoparticle,0
Lumefantrine,hydrocortisone,Nanoparticle,0
Lumefantrine,candesartan_cilexetil,Nanoparticle,1
Lumefantrine,neohesperidin_DC,Nanoparticle,0
Lumefantrine,ursodiol,Nanoparticle,0
Lumefantrine,diclofenac,Nanoparticle,0
Lumefantrine,eucalyptol,Nanoparticle,0
Lumefantrine,beta_carotene,Nanoparticle,0
Lumefantrine,menthol,Nanoparticle,0
Lumefantrine,alpha-terpineol,Nanoparticle,0
Lumefantrine,fenchyl_alcohol,Nanoparticle,0
Lumefantrine,biotin,Nanoparticle,0
Lumefantrine,xylitol,Nanoparticle,0
Lumefantrine,trans-cinnamic_acid,Nanoparticle,0
Lumefantrine,thimerosal,Nanoparticle,0
Lumefantrine,tyramine,Nanoparticle,0
Lumefantrine,fumaric_acid,Nanoparticle,0
Lumefantrine,congo_red,Nanoparticle,1
Lumefantrine,vanillin,Nanoparticle,0
Lumefantrine,saccharin,Nanoparticle,0
Lumefantrine,allantoin,Nanoparticle,0
Lumefantrine,vitamin_A_palmitate,Nanoparticle,1
Lumefantrine,acetylcholine_chloride,Nanoparticle,0
Lumefantrine,dibutyl_phthalate,Nanoparticle,0
Lumefantrine,trometamol,Nanoparticle,0
Lumefantrine,benzoyl_peroxide,Nanoparticle,0
Lumefantrine,triethyl_citrate,Nanoparticle,0
Lumefantrine,triacetin,Nanoparticle,0
Lumefantrine,glycerol,Nanoparticle,0
Lumefantrine,propylene_glycol,Nanoparticle,0
Lumefantrine,mebendazole,Nanoparticle,0
Lumefantrine,L-proline,Nanoparticle,0
Lumefantrine,L-lysine,Nanoparticle,0
Lumefantrine,L-ascorbic_acid,Nanoparticle,0
Lumefantrine,stearic_acid,Nanoparticle,0
Lumefantrine,(R)-(+)-Limonene,Nanoparticle,0
Lumefantrine,meglumine,Nanoparticle,0
Lumefantrine,hydrochlorothiazide,Nanoparticle,0
Lumefantrine,ketoprofen,Nanoparticle,0
Lumefantrine,memantine_hydrochloride,Nanoparticle,0
Lumefantrine,naproxen_sodium,Nanoparticle,0
Lumefantrine,mannitol,Nanoparticle,0
Lumefantrine,D-sorbitol,Nanoparticle,0
Lumefantrine,tannic_acid,Nanoparticle,0
Lumefantrine,rhodamine_B,Nanoparticle,0
Lumefantrine,moxifloxacin,Nanoparticle,0
Lumefantrine,ciprofloxacin,Nanoparticle,0
Lumefantrine,certirizine,Nanoparticle,0
Lumefantrine,budesonide,Nanoparticle,0
Lumefantrine,etidronic_acid,Nanoparticle,0
Lumefantrine,emtricitabine,Nanoparticle,0
Lumefantrine,metoprolol(+)-tartrate,Nanoparticle,0
Lumefantrine,phenytoin,Nanoparticle,0
Lumefantrine,propranolol_hydrochloride,Nanoparticle,0
Lumefantrine,captan,Nanoparticle,0
Lumefantrine,neotame,Nanoparticle,0
Lumefantrine,alendronate_sodium,Nanoparticle,0
Lumefantrine,piroxicam,Nanoparticle,0
Lumefantrine,desipramine_hydrochloride,Nanoparticle,0
Lumefantrine,nadolol,Nanoparticle,0
Lumefantrine,omeprazole,Nanoparticle,0
Lumefantrine,labetalol_hydrochloride,Nanoparticle,0
Lumefantrine,prednisone,Nanoparticle,0
Lumefantrine,risperidone,Nanoparticle,0
Lumefantrine,fluconazole,Nanoparticle,0
Lumefantrine,methotrexate_hydrate,Nanoparticle,0
Lumefantrine,tenofovir_alafenamide,Nanoparticle,0
Lumefantrine,carbamazepine,Nanoparticle,0
Atovaquone,caffeine,Nanoparticle,0
Atovaquone,succinic_acid,Nanoparticle,0
Atovaquone,octyl_gallate,Nanoparticle,1
Atovaquone,DL-malic_acid,Nanoparticle,0
Atovaquone,adipic_acid,Nanoparticle,0
Atovaquone,Triazabicyclodecene,Nanoparticle,0
Atovaquone,DBU,Nanoparticle,0
Atovaquone,L-asparagine,Nanoparticle,0
Atovaquone,theobromine,Nanoparticle,0
Atovaquone,"3,3'-thiodipropionic_acid",Nanoparticle,0
Atovaquone,theophylline,Nanoparticle,0
Atovaquone,borneol,Nanoparticle,0
Atovaquone,cinnamaldehyde,Nanoparticle,0
Atovaquone,aspartame,Nanoparticle,0
Atovaquone,squalene,Nanoparticle,0
Atovaquone,benzaldehyde,Nanoparticle,0
Atovaquone,sodium_deoxycholate,Nanoparticle,0
Atovaquone,cholic_acid,Nanoparticle,0
Atovaquone,glycocholic_acid,Nanoparticle,0
Atovaquone,sucrose_octaacetate,Nanoparticle,1
Atovaquone,trans_anethole,Nanoparticle,0
Atovaquone,indomethacin,Nanoparticle,0
Atovaquone,terpinyl_butyrate,Nanoparticle,1
Atovaquone,hydrocortisone,Nanoparticle,0
Atovaquone,candesartan_cilexetil,Nanoparticle,0
Atovaquone,neohesperidin_DC,Nanoparticle,0
Atovaquone,ursodiol,Nanoparticle,0
Atovaquone,diclofenac,Nanoparticle,0
Atovaquone,eucalyptol,Nanoparticle,0
Atovaquone,beta_carotene,Nanoparticle,0
Atovaquone,menthol,Nanoparticle,0
Atovaquone,alpha-terpineol,Nanoparticle,0
Atovaquone,fenchyl_alcohol,Nanoparticle,0
Atovaquone,biotin,Nanoparticle,0
Atovaquone,xylitol,Nanoparticle,0
Atovaquone,trans-cinnamic_acid,Nanoparticle,0
Atovaquone,thimerosal,Nanoparticle,0
Atovaquone,tyramine,Nanoparticle,0
Atovaquone,fumaric_acid,Nanoparticle,0
Atovaquone,congo_red,Nanoparticle,1
Atovaquone,vanillin,Nanoparticle,0
Atovaquone,saccharin,Nanoparticle,0
Atovaquone,allantoin,Nanoparticle,0
Atovaquone,vitamin_A_palmitate,Nanoparticle,1
Atovaquone,acetylcholine_chloride,Nanoparticle,0
Atovaquone,dibutyl_phthalate,Nanoparticle,1
Atovaquone,trometamol,Nanoparticle,0
Atovaquone,benzoyl_peroxide,Nanoparticle,1
Atovaquone,triethyl_citrate,Nanoparticle,0
Atovaquone,triacetin,Nanoparticle,0
Atovaquone,glycerol,Nanoparticle,0
Atovaquone,propylene_glycol,Nanoparticle,0
Atovaquone,mebendazole,Nanoparticle,0
Atovaquone,L-proline,Nanoparticle,0
Atovaquone,L-lysine,Nanoparticle,0
Atovaquone,L-ascorbic_acid,Nanoparticle,0
Atovaquone,stearic_acid,Nanoparticle,0
Atovaquone,(R)-(+)-Limonene,Nanoparticle,0
Atovaquone,meglumine,Nanoparticle,0
Atovaquone,hydrochlorothiazide,Nanoparticle,0
Atovaquone,ketoprofen,Nanoparticle,0
Atovaquone,memantine_hydrochloride,Nanoparticle,0
Atovaquone,naproxen_sodium,Nanoparticle,0
Atovaquone,mannitol,Nanoparticle,0
Atovaquone,D-sorbitol,Nanoparticle,0
Atovaquone,tannic_acid,Nanoparticle,0
Atovaquone,rhodamine_B,Nanoparticle,0
Atovaquone,moxifloxacin,Nanoparticle,0
Atovaquone,ciprofloxacin,Nanoparticle,0
Atovaquone,certirizine,Nanoparticle,0
Atovaquone,budesonide,Nanoparticle,1
Atovaquone,etidronic_acid,Nanoparticle,0
Atovaquone,emtricitabine,Nanoparticle,0
Atovaquone,metoprolol(+)-tartrate,Nanoparticle,0
Atovaquone,phenytoin,Nanoparticle,0
Atovaquone,propranolol_hydrochloride,Nanoparticle,1
Atovaquone,captan,Nanoparticle,0
Atovaquone,neotame,Nanoparticle,0
Atovaquone,alendronate_sodium,Nanoparticle,0
Atovaquone,piroxicam,Nanoparticle,0
Atovaquone,desipramine_hydrochloride,Nanoparticle,1
Atovaquone,nadolol,Nanoparticle,0
Atovaquone,omeprazole,Nanoparticle,0
Atovaquone,labetalol_hydrochloride,Nanoparticle,0
Atovaquone,prednisone,Nanoparticle,0
Atovaquone,risperidone,Nanoparticle,1
Atovaquone,fluconazole,Nanoparticle,0
Atovaquone,methotrexate_hydrate,Nanoparticle,0
Atovaquone,tenofovir_alafenamide,Nanoparticle,0
Atovaquone,carbamazepine,Nanoparticle,0
Nelfinavir,caffeine,Nanoparticle,0
Nelfinavir,succinic_acid,Nanoparticle,0
Nelfinavir,octyl_gallate,Nanoparticle,0
Nelfinavir,DL-malic_acid,Nanoparticle,0
Nelfinavir,adipic_acid,Nanoparticle,0
Nelfinavir,Triazabicyclodecene,Nanoparticle,0
Nelfinavir,DBU,Nanoparticle,0
Nelfinavir,L-asparagine,Nanoparticle,0
Nelfinavir,theobromine,Nanoparticle,0
Nelfinavir,"3,3'-thiodipropionic_acid",Nanoparticle,0
Nelfinavir,theophylline,Nanoparticle,0
Nelfinavir,borneol,Nanoparticle,0
Nelfinavir,cinnamaldehyde,Nanoparticle,0
Nelfinavir,aspartame,Nanoparticle,0
Nelfinavir,squalene,Nanoparticle,0
Nelfinavir,benzaldehyde,Nanoparticle,0
Nelfinavir,sodium_deoxycholate,Nanoparticle,0
Nelfinavir,cholic_acid,Nanoparticle,0
Nelfinavir,glycocholic_acid,Nanoparticle,0
Nelfinavir,sucrose_octaacetate,Nanoparticle,0
Nelfinavir,trans_anethole,Nanoparticle,0
Nelfinavir,indomethacin,Nanoparticle,0
Nelfinavir,terpinyl_butyrate,Nanoparticle,0
Nelfinavir,hydrocortisone,Nanoparticle,0
Nelfinavir,candesartan_cilexetil,Nanoparticle,1
Nelfinavir,neohesperidin_DC,Nanoparticle,0
Nelfinavir,ursodiol,Nanoparticle,0
Nelfinavir,diclofenac,Nanoparticle,0
Nelfinavir,eucalyptol,Nanoparticle,0
Nelfinavir,beta_carotene,Nanoparticle,0
Nelfinavir,menthol,Nanoparticle,0
Nelfinavir,alpha-terpineol,Nanoparticle,0
Nelfinavir,fenchyl_alcohol,Nanoparticle,0
Nelfinavir,biotin,Nanoparticle,0
Nelfinavir,xylitol,Nanoparticle,0
Nelfinavir,trans-cinnamic_acid,Nanoparticle,0
Nelfinavir,thimerosal,Nanoparticle,0
Nelfinavir,tyramine,Nanoparticle,0
Nelfinavir,fumaric_acid,Nanoparticle,0
Nelfinavir,congo_red,Nanoparticle,1
Nelfinavir,vanillin,Nanoparticle,0
Nelfinavir,saccharin,Nanoparticle,0
Nelfinavir,allantoin,Nanoparticle,0
Nelfinavir,vitamin_A_palmitate,Nanoparticle,0
Nelfinavir,acetylcholine_chloride,Nanoparticle,0
Nelfinavir,dibutyl_phthalate,Nanoparticle,0
Nelfinavir,trometamol,Nanoparticle,0
Nelfinavir,benzoyl_peroxide,Nanoparticle,0
Nelfinavir,triethyl_citrate,Nanoparticle,0
Nelfinavir,triacetin,Nanoparticle,1
Nelfinavir,glycerol,Nanoparticle,0
Nelfinavir,propylene_glycol,Nanoparticle,0
Nelfinavir,mebendazole,Nanoparticle,0
Nelfinavir,L-proline,Nanoparticle,1
Nelfinavir,L-lysine,Nanoparticle,1
Nelfinavir,L-ascorbic_acid,Nanoparticle,0
Nelfinavir,stearic_acid,Nanoparticle,0
Nelfinavir,(R)-(+)-Limonene,Nanoparticle,0
Nelfinavir,meglumine,Nanoparticle,0
Nelfinavir,hydrochlorothiazide,Nanoparticle,1
Nelfinavir,ketoprofen,Nanoparticle,0
Nelfinavir,memantine_hydrochloride,Nanoparticle,1
Nelfinavir,naproxen_sodium,Nanoparticle,1
Nelfinavir,mannitol,Nanoparticle,0
Nelfinavir,D-sorbitol,Nanoparticle,0
Nelfinavir,tannic_acid,Nanoparticle,0
Nelfinavir,rhodamine_B,Nanoparticle,0
Nelfinavir,moxifloxacin,Nanoparticle,0
Nelfinavir,ciprofloxacin,Nanoparticle,0
Nelfinavir,certirizine,Nanoparticle,0
Nelfinavir,budesonide,Nanoparticle,0
Nelfinavir,etidronic_acid,Nanoparticle,0
Nelfinavir,emtricitabine,Nanoparticle,0
Nelfinavir,metoprolol(+)-tartrate,Nanoparticle,1
Nelfinavir,phenytoin,Nanoparticle,0
Nelfinavir,propranolol_hydrochloride,Nanoparticle,0
Nelfinavir,captan,Nanoparticle,1
Nelfinavir,neotame,Nanoparticle,1
Nelfinavir,alendronate_sodium,Nanoparticle,1
Nelfinavir,piroxicam,Nanoparticle,1
Nelfinavir,desipramine_hydrochloride,Nanoparticle,1
Nelfinavir,nadolol,Nanoparticle,0
Nelfinavir,omeprazole,Nanoparticle,0
Nelfinavir,labetalol_hydrochloride,Nanoparticle,1
Nelfinavir,prednisone,Nanoparticle,1
Nelfinavir,risperidone,Nanoparticle,1
Nelfinavir,fluconazole,Nanoparticle,1
Nelfinavir,methotrexate_hydrate,Nanoparticle,1
Nelfinavir,tenofovir_alafenamide,Nanoparticle,1
Nelfinavir,carbamazepine,Nanoparticle,1
Gefitinib,caffeine,Nanoparticle,0
Gefitinib,succinic_acid,Nanoparticle,0
Gefitinib,octyl_gallate,Nanoparticle,0
Gefitinib,DL-malic_acid,Nanoparticle,0
Gefitinib,adipic_acid,Nanoparticle,0
Gefitinib,Triazabicyclodecene,Nanoparticle,0
Gefitinib,DBU,Nanoparticle,0
Gefitinib,L-asparagine,Nanoparticle,0
Gefitinib,theobromine,Nanoparticle,0
Gefitinib,"3,3'-thiodipropionic_acid",Nanoparticle,0
Gefitinib,theophylline,Nanoparticle,0
Gefitinib,borneol,Nanoparticle,0
Gefitinib,cinnamaldehyde,Nanoparticle,0
Gefitinib,aspartame,Nanoparticle,0
Gefitinib,squalene,Nanoparticle,0
Gefitinib,benzaldehyde,Nanoparticle,0
Gefitinib,sodium_deoxycholate,Nanoparticle,0
Gefitinib,cholic_acid,Nanoparticle,0
Gefitinib,glycocholic_acid,Nanoparticle,0
Gefitinib,sucrose_octaacetate,Nanoparticle,0
Gefitinib,trans_anethole,Nanoparticle,0
Gefitinib,indomethacin,Nanoparticle,0
Gefitinib,terpinyl_butyrate,Nanoparticle,0
Gefitinib,hydrocortisone,Nanoparticle,0
Gefitinib,candesartan_cilexetil,Nanoparticle,0
Gefitinib,neohesperidin_DC,Nanoparticle,0
Gefitinib,ursodiol,Nanoparticle,0
Gefitinib,diclofenac,Nanoparticle,0
Gefitinib,eucalyptol,Nanoparticle,0
Gefitinib,beta_carotene,Nanoparticle,0
Gefitinib,menthol,Nanoparticle,0
Gefitinib,alpha-terpineol,Nanoparticle,0
Gefitinib,fenchyl_alcohol,Nanoparticle,0
Gefitinib,biotin,Nanoparticle,0
Gefitinib,xylitol,Nanoparticle,0
Gefitinib,trans-cinnamic_acid,Nanoparticle,0
Gefitinib,thimerosal,Nanoparticle,0
Gefitinib,tyramine,Nanoparticle,0
Gefitinib,fumaric_acid,Nanoparticle,0
Gefitinib,congo_red,Nanoparticle,0
Gefitinib,vanillin,Nanoparticle,0
Gefitinib,saccharin,Nanoparticle,0
Gefitinib,allantoin,Nanoparticle,0
Gefitinib,vitamin_A_palmitate,Nanoparticle,0
Gefitinib,acetylcholine_chloride,Nanoparticle,0
Gefitinib,dibutyl_phthalate,Nanoparticle,0
Gefitinib,trometamol,Nanoparticle,0
Gefitinib,benzoyl_peroxide,Nanoparticle,0
Gefitinib,triethyl_citrate,Nanoparticle,0
Gefitinib,triacetin,Nanoparticle,0
Gefitinib,glycerol,Nanoparticle,0
Gefitinib,propylene_glycol,Nanoparticle,0
Gefitinib,mebendazole,Nanoparticle,0
Gefitinib,L-proline,Nanoparticle,0
Gefitinib,L-lysine,Nanoparticle,0
Gefitinib,L-ascorbic_acid,Nanoparticle,0
Gefitinib,stearic_acid,Nanoparticle,0
Gefitinib,(R)-(+)-Limonene,Nanoparticle,0
Gefitinib,meglumine,Nanoparticle,0
Gefitinib,hydrochlorothiazide,Nanoparticle,0
Gefitinib,ketoprofen,Nanoparticle,0
Gefitinib,memantine_hydrochloride,Nanoparticle,0
Gefitinib,naproxen_sodium,Nanoparticle,0
Gefitinib,mannitol,Nanoparticle,0
Gefitinib,D-sorbitol,Nanoparticle,0
Gefitinib,tannic_acid,Nanoparticle,0
Gefitinib,rhodamine_B,Nanoparticle,0
Gefitinib,moxifloxacin,Nanoparticle,0
Gefitinib,ciprofloxacin,Nanoparticle,0
Gefitinib,certirizine,Nanoparticle,0
Gefitinib,budesonide,Nanoparticle,0
Gefitinib,etidronic_acid,Nanoparticle,0
Gefitinib,emtricitabine,Nanoparticle,0
Gefitinib,metoprolol(+)-tartrate,Nanoparticle,0
Gefitinib,phenytoin,Nanoparticle,0
Gefitinib,propranolol_hydrochloride,Nanoparticle,0
Gefitinib,captan,Nanoparticle,0
Gefitinib,neotame,Nanoparticle,0
Gefitinib,alendronate_sodium,Nanoparticle,0
Gefitinib,piroxicam,Nanoparticle,0
Gefitinib,desipramine_hydrochloride,Nanoparticle,0
Gefitinib,nadolol,Nanoparticle,0
Gefitinib,omeprazole,Nanoparticle,0
Gefitinib,labetalol_hydrochloride,Nanoparticle,0
Gefitinib,prednisone,Nanoparticle,0
Gefitinib,risperidone,Nanoparticle,0
Gefitinib,fluconazole,Nanoparticle,0
Gefitinib,methotrexate_hydrate,Nanoparticle,0
Gefitinib,tenofovir_alafenamide,Nanoparticle,0
Gefitinib,carbamazepine,Nanoparticle,0
Fulvestrant,caffeine,Nanoparticle,0
Fulvestrant,succinic_acid,Nanoparticle,0
Fulvestrant,octyl_gallate,Nanoparticle,1
Fulvestrant,DL-malic_acid,Nanoparticle,0
Fulvestrant,adipic_acid,Nanoparticle,0
Fulvestrant,Triazabicyclodecene,Nanoparticle,0
Fulvestrant,DBU,Nanoparticle,0
Fulvestrant,L-asparagine,Nanoparticle,0
Fulvestrant,theobromine,Nanoparticle,0
Fulvestrant,"3,3'-thiodipropionic_acid",Nanoparticle,1
Fulvestrant,theophylline,Nanoparticle,0
Fulvestrant,borneol,Nanoparticle,0
Fulvestrant,cinnamaldehyde,Nanoparticle,0
Fulvestrant,aspartame,Nanoparticle,0
Fulvestrant,squalene,Nanoparticle,0
Fulvestrant,benzaldehyde,Nanoparticle,0
Fulvestrant,sodium_deoxycholate,Nanoparticle,1
Fulvestrant,cholic_acid,Nanoparticle,1
Fulvestrant,glycocholic_acid,Nanoparticle,1
Fulvestrant,sucrose_octaacetate,Nanoparticle,0
Fulvestrant,trans_anethole,Nanoparticle,1
Fulvestrant,indomethacin,Nanoparticle,0
Fulvestrant,terpinyl_butyrate,Nanoparticle,0
Fulvestrant,hydrocortisone,Nanoparticle,0
Fulvestrant,candesartan_cilexetil,Nanoparticle,1
Fulvestrant,neohesperidin_DC,Nanoparticle,0
Fulvestrant,ursodiol,Nanoparticle,0
Fulvestrant,diclofenac,Nanoparticle,0
Fulvestrant,eucalyptol,Nanoparticle,0
Fulvestrant,beta_carotene,Nanoparticle,1
Fulvestrant,menthol,Nanoparticle,0
Fulvestrant,alpha-terpineol,Nanoparticle,0
Fulvestrant,fenchyl_alcohol,Nanoparticle,0
Fulvestrant,biotin,Nanoparticle,0
Fulvestrant,xylitol,Nanoparticle,0
Fulvestrant,trans-cinnamic_acid,Nanoparticle,0
Fulvestrant,thimerosal,Nanoparticle,0
Fulvestrant,tyramine,Nanoparticle,0
Fulvestrant,fumaric_acid,Nanoparticle,0
Fulvestrant,congo_red,Nanoparticle,1
Fulvestrant,vanillin,Nanoparticle,0
Fulvestrant,saccharin,Nanoparticle,0
Fulvestrant,allantoin,Nanoparticle,0
Fulvestrant,vitamin_A_palmitate,Nanoparticle,1
Fulvestrant,acetylcholine_chloride,Nanoparticle,0
Fulvestrant,dibutyl_phthalate,Nanoparticle,0
Fulvestrant,trometamol,Nanoparticle,0
Fulvestrant,benzoyl_peroxide,Nanoparticle,0
Fulvestrant,triethyl_citrate,Nanoparticle,0
Fulvestrant,triacetin,Nanoparticle,0
Fulvestrant,glycerol,Nanoparticle,0
Fulvestrant,propylene_glycol,Nanoparticle,0
Fulvestrant,mebendazole,Nanoparticle,0
Fulvestrant,L-proline,Nanoparticle,0
Fulvestrant,L-lysine,Nanoparticle,0
Fulvestrant,L-ascorbic_acid,Nanoparticle,0
Fulvestrant,stearic_acid,Nanoparticle,0
Fulvestrant,(R)-(+)-Limonene,Nanoparticle,0
Fulvestrant,meglumine,Nanoparticle,0
Fulvestrant,hydrochlorothiazide,Nanoparticle,0
Fulvestrant,ketoprofen,Nanoparticle,0
Fulvestrant,memantine_hydrochloride,Nanoparticle,0
Fulvestrant,naproxen_sodium,Nanoparticle,0
Fulvestrant,mannitol,Nanoparticle,0
Fulvestrant,D-sorbitol,Nanoparticle,0
Fulvestrant,tannic_acid,Nanoparticle,1
Fulvestrant,rhodamine_B,Nanoparticle,0
Fulvestrant,moxifloxacin,Nanoparticle,0
Fulvestrant,ciprofloxacin,Nanoparticle,0
Fulvestrant,certirizine,Nanoparticle,0
Fulvestrant,budesonide,Nanoparticle,0
Fulvestrant,etidronic_acid,Nanoparticle,0
Fulvestrant,emtricitabine,Nanoparticle,0
Fulvestrant,metoprolol(+)-tartrate,Nanoparticle,0
Fulvestrant,phenytoin,Nanoparticle,0
Fulvestrant,propranolol_hydrochloride,Nanoparticle,0
Fulvestrant,captan,Nanoparticle,0
Fulvestrant,neotame,Nanoparticle,0
Fulvestrant,alendronate_sodium,Nanoparticle,0
Fulvestrant,piroxicam,Nanoparticle,0
Fulvestrant,desipramine_hydrochloride,Nanoparticle,0
Fulvestrant,nadolol,Nanoparticle,0
Fulvestrant,omeprazole,Nanoparticle,0
Fulvestrant,labetalol_hydrochloride,Nanoparticle,0
Fulvestrant,prednisone,Nanoparticle,0
Fulvestrant,risperidone,Nanoparticle,0
Fulvestrant,fluconazole,Nanoparticle,0
Fulvestrant,methotrexate_hydrate,Nanoparticle,0
Fulvestrant,tenofovir_alafenamide,Nanoparticle,0
Fulvestrant,carbamazepine,Nanoparticle,0
Rapamycin,caffeine,Nanoparticle,0
Rapamycin,succinic_acid,Nanoparticle,0
Rapamycin,octyl_gallate,Nanoparticle,0
Rapamycin,DL-malic_acid,Nanoparticle,0
Rapamycin,adipic_acid,Nanoparticle,0
Rapamycin,Triazabicyclodecene,Nanoparticle,0
Rapamycin,DBU,Nanoparticle,0
Rapamycin,L-asparagine,Nanoparticle,0
Rapamycin,theobromine,Nanoparticle,0
Rapamycin,"3,3'-thiodipropionic_acid",Nanoparticle,0
Rapamycin,theophylline,Nanoparticle,0
Rapamycin,borneol,Nanoparticle,0
Rapamycin,cinnamaldehyde,Nanoparticle,0
Rapamycin,aspartame,Nanoparticle,0
Rapamycin,squalene,Nanoparticle,0
