drug_1,drug_2,context,label
Lapatinib,ACETIC_ANHYDRIDE,Nanoparticle,0
Lapatinib,Vitamin_A_acetate,Nanoparticle,0
Lapatinib,PROPYLENE_GLYCOL_DIACETATE,Nanoparticle,0
Lapatinib,TRIACETIN,Nanoparticle,0
Lapatinib,BENZYL_ACETATE,Nanoparticle,0
Lapatinib,PHENYLMERCURIC_ACETATE,Nanoparticle,0
Lapatinib,alpha-Tocopherol_acetate,Nanoparticle,0
Lapatinib,".ALPHA.-TOCOPHEROL_ACETATE,_DL-",Nanoparticle,0
Lapatinib,ALUMINUM_ACETATE,Nanoparticle,0
Lapatinib,ZINC_ACETATE,Nanoparticle,0
Lapatinib,Calcium_acetate,Nanoparticle,0
Lapatinib,MAGNESIUM_ACETATE,Nanoparticle,0
Lapatinib,Zinc_acetate,Nanoparticle,0
Lapatinib,SODIUM_ACETATE,Nanoparticle,0
Lapatinib,ALUMINUM_MONOACETATE,Nanoparticle,0
Lapatinib,POTASSIUM_ACETATE,Nanoparticle,0
Lapatinib,AMMONIUM_ACETATE,Nanoparticle,0
Lapatinib,Sodium_acetate,Nanoparticle,0
Lapatinib,ACETOPHENONE,Nanoparticle,0
Lapatinib,OCTOXYNOL-9,Nanoparticle,0
Lapatinib,ENTSUFON,Nanoparticle,0
Lapatinib,ENTSUFON_SODIUM,Nanoparticle,0
Lapatinib,BENZETHONIUM_CHLORIDE,Nanoparticle,0
Lapatinib,TERT-BUTYL_ALCOHOL,Nanoparticle,0
Lapatinib,TERT-BUTYL_HYDROPEROXIDE,Nanoparticle,0
Lapatinib,TERT-BUTYLHYDROQUINONE,Nanoparticle,0
Lapatinib,Calcium_pantothenate,Nanoparticle,0
Lapatinib,D-Pantothenyl_alcohol,Nanoparticle,0
Lapatinib,AMINOMETHYLPROPANOL,Nanoparticle,0
Lapatinib,CHLOROBUTANOL,Nanoparticle,0
Lapatinib,CHLOROBUTANOL_HEMIHYDRATE,Nanoparticle,0
Lapatinib,D-_or_DL-_Sodium_pantothenate,Nanoparticle,0
Lapatinib,ACETONE_SODIUM_BISULFITE,Nanoparticle,0
Lapatinib,ACETONE,Nanoparticle,0
Lapatinib,SODIUM_BISULFATE_ACETONE,Nanoparticle,0
Lapatinib,ISOBUTANE,Nanoparticle,0
Lapatinib,VALINE,Nanoparticle,0
Lapatinib,LEUCINE,Nanoparticle,0
Lapatinib,CHOLETH-24,Nanoparticle,0
Lapatinib,SQUALANE,Nanoparticle,0
Lapatinib,ISOPROPYL_ISOSTEARATE,Nanoparticle,0
Lapatinib,GLYCERYL_ISOSTEARATE,Nanoparticle,0
Lapatinib,PEG-6_ISOSTEARATE,Nanoparticle,0
Lapatinib,ISOSTEARYL_ALCOHOL,Nanoparticle,0
Lapatinib,CHOLESTEROL,Nanoparticle,0
Lapatinib,SODIUM_CHOLESTERYL_SULFATE,Nanoparticle,0
Lapatinib,ISOBUTYL_ALCOHOL,Nanoparticle,0
Lapatinib,DIISOPROPYLBENZOTHIAZYL-2-SULFENAMIDE,Nanoparticle,0
Lapatinib,ISOPROPYL_ALCOHOL,Nanoparticle,0
Lapatinib,DIISOPROPYL_ADIPATE,Nanoparticle,0
Lapatinib,LEVOMENTHOL,Nanoparticle,0
Lapatinib,TRICHLOROETHANE,Nanoparticle,0
Lapatinib,ALANINE,Nanoparticle,0
Lapatinib,Lactic_acid,Nanoparticle,0
Lapatinib,Calcium_Lactate,Nanoparticle,0
Lapatinib,Ferrous_lactate,Nanoparticle,0
Lapatinib,L(+)-calcium_lactate,Nanoparticle,0
Lapatinib,"SODIUM_LACTATE,_L-",Nanoparticle,0
Lapatinib,THREONINE,Nanoparticle,0
Lapatinib,HEXYLENE_GLYCOL,Nanoparticle,0
Lapatinib,BUTYLENE_GLYCOL,Nanoparticle,0
Lapatinib,CALTERIDOL_CALCIUM,Nanoparticle,0
Lapatinib,DIISOPROPANOLAMINE,Nanoparticle,0
Lapatinib,Propylene_Glycol,Nanoparticle,0
Lapatinib,Propylene_glycol_monostearate,Nanoparticle,0
Lapatinib,DMDM_HYDANTOIN,Nanoparticle,0
Lapatinib,Glycyrrhizin,Nanoparticle,0
Lapatinib,Ammoniated_Glycyrrhizin,Nanoparticle,0
Lapatinib,EUCALYPTOL,Nanoparticle,0
Lapatinib,Carotene_(beta-carotene),Nanoparticle,0
Lapatinib,Vitamin_A,Nanoparticle,0
Lapatinib,Cyanocobalamin,Nanoparticle,0
Lapatinib,ACESULFAME_POTASSIUM,Nanoparticle,0
Lapatinib,.ALPHA.-TERPINEOL,Nanoparticle,0
Lapatinib,"MENTHOL,_UNSPECIFIED_FORM",Nanoparticle,0
Lapatinib,PROPYLENE_CARBONATE,Nanoparticle,0
Lapatinib,POLYLACTIDE,Nanoparticle,0
Lapatinib,POLYGLACTIN,Nanoparticle,0
Lapatinib,PROPANE,Nanoparticle,0
Lapatinib,Propionic_acid,Nanoparticle,0
Lapatinib,Calcium_propionate,Nanoparticle,0
Lapatinib,SODIUM_PROPIONATE,Nanoparticle,0
Lapatinib,Sodium_propionate,Nanoparticle,0
Lapatinib,METHYL_ETHYL_KETONE,Nanoparticle,0
Lapatinib,DINOSEB-AMMONIUM,Nanoparticle,0
Lapatinib,"2-ETHYL-1,6-HEXANEDIOL",Nanoparticle,0
Lapatinib,DIPROPYLENE_GLYCOL,Nanoparticle,0
Lapatinib,BUTANE,Nanoparticle,0
Lapatinib,BUTYRIC_ACID,Nanoparticle,0
Lapatinib,STANNOUS_2-ETHYLHEXANOATE,Nanoparticle,0
Lapatinib,DOCUSATE_SODIUM,Nanoparticle,0
Lapatinib,DIETHYLHEXYL_PHTHALATE_**See_CDER_Guidance:_Limiting_the_Use_of_Certain_Phthalates_as_Excipients_in_CDER-Regulated_Products,Nanoparticle,0
Lapatinib,OCTISALATE,Nanoparticle,0
Lapatinib,Linoleic_acid,Nanoparticle,0
Lapatinib,DIISOPROPYL_DILINOLEATE,Nanoparticle,0
Lapatinib,Iron_linoleate_(packaging),Nanoparticle,0
Lapatinib,HEXANE,Nanoparticle,0
Lapatinib,HEPTANE,Nanoparticle,0
Lapatinib,PROPYLENE_GLYCOL_RICINOLEATE,Nanoparticle,0
Lapatinib,TRIHYDROXYSTEARIN,Nanoparticle,0
Lapatinib,Caprylic_Acid,Nanoparticle,0
Lapatinib,PROPYLENE_GLYCOL_DICAPRYLATE,Nanoparticle,0
Lapatinib,TRICAPRYLIN,Nanoparticle,0
Lapatinib,GLYCERYL_MONOCAPRYLATE,Nanoparticle,0
Lapatinib,Iron_caprylate_(packaging),Nanoparticle,0
Lapatinib,DISODIUM_OLEAMIDO_MONOETHANOLAMINE_SULFOSUCCINATE,Nanoparticle,0
Lapatinib,Oleic_acid_(packaging),Nanoparticle,0
Lapatinib,ETHYL_OLEATE,Nanoparticle,0
Lapatinib,PPG-26_OLEATE,Nanoparticle,0
Lapatinib,POLYSORBATE_80,Nanoparticle,0
Lapatinib,SORBITAN_SESQUIOLEATE,Nanoparticle,0
Lapatinib,GLYCERYL_OLEATE,Nanoparticle,0
Lapatinib,GLYCERYL_TRIOLEATE,Nanoparticle,0
Lapatinib,SORBITAN_MONOOLEATE,Nanoparticle,0
Lapatinib,SORBITAN_TRIOLEATE,Nanoparticle,0
Lapatinib,PEG-5_OLEATE,Nanoparticle,0
Lapatinib,"1,2-DIOLEOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",Nanoparticle,0
Lapatinib,Aluminum_oleate_(packaging),Nanoparticle,0
Lapatinib,Sodium_oleate_(packaging),Nanoparticle,0
Lapatinib,OLEYL_ALCOHOL,Nanoparticle,0
Lapatinib,OLEYL_OLEATE,Nanoparticle,0
Lapatinib,POLYOXYETHYLENE_ALCOHOLS,Nanoparticle,0
Lapatinib,OCTYLDODECANOL,Nanoparticle,0
Lapatinib,LAUROYL_SARCOSINE,Nanoparticle,0
Lapatinib,SODIUM_LAUROYL_SARCOSINATE,Nanoparticle,0
Lapatinib,LAURIC_DIETHANOLAMIDE,Nanoparticle,0
Lapatinib,GLYCERYL_LAURATE,Nanoparticle,0
Lapatinib,SUCROSE_LAURATE,Nanoparticle,0
Lapatinib,METHYL_LAURATE,Nanoparticle,0
Lapatinib,PROPYLENE_GLYCOL_MONOLAURATE,Nanoparticle,0
Lapatinib,PEG-12_GLYCERYL_LAURATE,Nanoparticle,0
Lapatinib,SORBITAN_MONOLAURATE,Nanoparticle,0
Lapatinib,PEG-8_LAURATE,Nanoparticle,0
Lapatinib,POLYSORBATE_60,Nanoparticle,0
Lapatinib,LAURALKONIUM_CHLORIDE,Nanoparticle,0
Lapatinib,LAURYL_SULFATE,Nanoparticle,0
Lapatinib,MYRISTIC_ACID,Nanoparticle,0
Lapatinib,ISOPROPYL_MYRISTATE,Nanoparticle,0
Lapatinib,TRIMYRISTIN,Nanoparticle,0
Lapatinib,"1,2-DIMYRISTOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",Nanoparticle,0
Lapatinib,PALMITIC_ACID,Nanoparticle,0
Lapatinib,GLYCERYL_PALMITOSTEARATE,Nanoparticle,0
Lapatinib,SUCROSE_PALMITATE,Nanoparticle,0
Lapatinib,ISOPROPYL_PALMITATE,Nanoparticle,0
Lapatinib,Vitamin_A_palmitate,Nanoparticle,0
Lapatinib,"DIPALMITOYLPHOSPHATIDYLGLYCEROL,_DL-",Nanoparticle,0
Lapatinib,Ascorbyl_palmitate_(palmitoyl_L-ascorbic),Nanoparticle,0
Lapatinib,SORBITAN_MONOPALMITATE,Nanoparticle,0
Lapatinib,POLYOXYL_PALMITATE,Nanoparticle,0
Lapatinib,GLYCERYL_PALMITATE,Nanoparticle,0
Lapatinib,Aluminum_palmitate_(packaging),Nanoparticle,0
Lapatinib,Sodium_palmitate_(packaging),Nanoparticle,0
Lapatinib,ETHYLHEXYL_HYDROXYSTEARATE,Nanoparticle,0
Lapatinib,STEARIC_DIETHANOLAMIDE,Nanoparticle,0
Lapatinib,DIETHYLAMINOETHYL_STEARAMIDE_PHOSPHATE,Nanoparticle,0
Lapatinib,STEARAMIDOETHYL_DIETHYLAMINE,Nanoparticle,0
Lapatinib,Stearic_acid_(packaging),Nanoparticle,0
Lapatinib,SUCROSE_STEARATE,Nanoparticle,0
Lapatinib,STEAROYL_POLYOXYLGLYCERIDES,Nanoparticle,0
Lapatinib,METHYL_STEARATE,Nanoparticle,0
Lapatinib,ISOPROPYL_STEARATE,Nanoparticle,0
Lapatinib,GLYCERYL_TRISTEARATE,Nanoparticle,0
Lapatinib,"DISTEAROYLPHOSPHATIDYLCHOLINE,_DL-",Nanoparticle,0
Lapatinib,GLYCERYL_MONOSTEARATE,Nanoparticle,0
Lapatinib,GLYCERYL_DISTEARATE,Nanoparticle,0
Lapatinib,SORBITAN_MONOSTEARATE,Nanoparticle,0
Lapatinib,SORBITAN_TRISTEARATE,Nanoparticle,0
Lapatinib,BUTYL_STEARATE,Nanoparticle,0
Lapatinib,POLYOXYL_40_STEARATE,Nanoparticle,0
Lapatinib,GLYCOL_DISTEARATE,Nanoparticle,0
Lapatinib,PEG-2_STEARATE,Nanoparticle,0
Lapatinib,"1,2-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE",Nanoparticle,0
Lapatinib,SUCROSE_DISTEARATE,Nanoparticle,0
Lapatinib,METHYL_GLUCOSE_SESQUISTEARATE,Nanoparticle,0
Lapatinib,ALUMINUM_STEARATE,Nanoparticle,0
Lapatinib,Calcium_stearate,Nanoparticle,0
Lapatinib,Magnesium_stearate,Nanoparticle,0
Lapatinib,ZINC_STEARATE,Nanoparticle,0
Lapatinib,ALUMINUM_MONOSTEARATE,Nanoparticle,0
Lapatinib,SODIUM_STEARATE,Nanoparticle,0
Lapatinib,TRIBEHENIN,Nanoparticle,0
Lapatinib,GLYCERYL_DIBEHENATE,Nanoparticle,0
Lapatinib,HYDROXYOCTACOSANYL_HYDROXYSTEARATE,Nanoparticle,0
Lapatinib,DOCOSANOL,Nanoparticle,0
Lapatinib,STEARYL_ALCOHOL,Nanoparticle,0
Lapatinib,CETOSTEARYL_ALCOHOL,Nanoparticle,0
Lapatinib,SODIUM_STEARYL_FUMARATE,Nanoparticle,0
Lapatinib,Stearyl_citrate,Nanoparticle,0
Lapatinib,PPG-15_STEARYL_ETHER,Nanoparticle,0
Lapatinib,STEARETH-40,Nanoparticle,0
Lapatinib,SODIUM_CETOSTEARYL_SULFATE,Nanoparticle,0
Lapatinib,STEAROXYTRIMETHYLSILANE,Nanoparticle,0
Lapatinib,STEARALKONIUM_CHLORIDE,Nanoparticle,0
Lapatinib,QUATERNIUM-52,Nanoparticle,0
Lapatinib,CETYL_ALCOHOL,Nanoparticle,0
Lapatinib,CETYL_PALMITATE,Nanoparticle,0
Lapatinib,ISOCETETH-20,Nanoparticle,0
Lapatinib,CETRIMONIUM_CHLORIDE,Nanoparticle,0
Lapatinib,PALMITAMINE_OXIDE,Nanoparticle,0
Lapatinib,CETYLPYRIDINIUM_CHLORIDE,Nanoparticle,0
Lapatinib,MYRISTYL_ALCOHOL,Nanoparticle,0
Lapatinib,MYRISTYL_LACTATE,Nanoparticle,0
Lapatinib,ALKYL_ARYL_SODIUM_SULFONATE,Nanoparticle,0
Lapatinib,BENZALKONIUM_CHLORIDE,Nanoparticle,0
Lapatinib,MIRIPIRIUM_CHLORIDE,Nanoparticle,0
Lapatinib,TRIDECETH-10,Nanoparticle,0
Lapatinib,LAURYL_LACTATE,Nanoparticle,0
Lapatinib,DISODIUM_LAURYL_SULFOSUCCINATE,Nanoparticle,0
Lapatinib,Dilauryl_thiodipropionate,Nanoparticle,0
Lapatinib,SODIUM_LAURYL_SULFOACETATE,Nanoparticle,0
Lapatinib,LAURETH-4,Nanoparticle,0
Lapatinib,LAURETH-2,Nanoparticle,0
Lapatinib,DISODIUM_LAURETH_SULFOSUCCINATE,Nanoparticle,0
Lapatinib,SODIUM_LAURETH-3_SULFATE,Nanoparticle,0
Lapatinib,SODIUM_LAURETH-2_SULFATE,Nanoparticle,0
Lapatinib,SODIUM_LAURETH-5_SULFATE,Nanoparticle,0
Lapatinib,TRIETHANOLAMINE_LAURYL_SULFATE,Nanoparticle,0
Lapatinib,AMMONIUM_LAURYL_SULFATE,Nanoparticle,0
Lapatinib,SODIUM_LAURYL_SULFATE,Nanoparticle,0
Lapatinib,SODIUM_DODECYLBENZENESULFONATE,Nanoparticle,0
Lapatinib,BENZODODECINIUM_BROMIDE,Nanoparticle,0
Lapatinib,LAURAMINE_OXIDE,Nanoparticle,0
Lapatinib,DECYL_METHYL_SULFOXIDE,Nanoparticle,0
Lapatinib,NONOXYNOL-9,Nanoparticle,0
Lapatinib,NONOXYNOL_IODINE,Nanoparticle,0
Lapatinib,AMMONIUM_NONOXYNOL-4_SULFATE,Nanoparticle,0
Lapatinib,GLYCERYL_RICINOLEATE,Nanoparticle,0
Lapatinib,HEXYLRESORCINOL,Nanoparticle,0
Lapatinib,AMYL_ACETATE,Nanoparticle,0
Lapatinib,BUTYL_ALCOHOL,Nanoparticle,0
Lapatinib,ACETYLTRIBUTYL_CITRATE,Nanoparticle,0
Lapatinib,DIBUTYL_SEBACATE,Nanoparticle,0
Lapatinib,BUTYLPARABEN,Nanoparticle,0
Lapatinib,DIBUTYL_PHTHALATE_**See_CDER_Guidance:_Limiting_the_Use_of_Certain_Phthalates_as_Excipients_in_CDER-Regulated_Products,Nanoparticle,0
Lapatinib,PRAMOXINE_HYDROCHLORIDE,Nanoparticle,0
Lapatinib,Propyl_Gallate,Nanoparticle,0
Lapatinib,Propyl_Paraben,Nanoparticle,0
Lapatinib,PROPYLPARABEN_SODIUM,Nanoparticle,0
Lapatinib,TETRAPROPYL_ORTHOSILICATE,Nanoparticle,0
Lapatinib,RHODAMINE_B,Nanoparticle,0
Lapatinib,SOLVENT_RED_49,Nanoparticle,0
Lapatinib,FD&C_VIOLET_NO._1--ALUMINUM_LAKE_(DELISTED),Nanoparticle,0
Lapatinib,FD&C_BLUE_NO._1_LAKE,Nanoparticle,0
Lapatinib,ACID_BLUE_9_AMMONIUM,Nanoparticle,0
Lapatinib,GUINEA_GREEN_B,Nanoparticle,0
Lapatinib,POLYURETHANE,Nanoparticle,0
Lapatinib,"ALCOHOL,_DILUTED",Nanoparticle,0
Lapatinib,PEG-20_METHYL_GLUCOSE_SESQUISTEARATE,Nanoparticle,0
Lapatinib,Triethyl_citrate,Nanoparticle,0
Lapatinib,DIETHYL_SEBACATE,Nanoparticle,0
Lapatinib,DIETHYL_PYROCARBONATE,Nanoparticle,0
Lapatinib,ETHYL_VANILLATE,Nanoparticle,0
Lapatinib,ETHYLPARABEN,Nanoparticle,0
Lapatinib,ETHYLPARABEN_SODIUM,Nanoparticle,0
Lapatinib,DIETHYL_PHTHALATE,Nanoparticle,0
Lapatinib,ETHYL_ACETATE,Nanoparticle,0
Lapatinib,URETHANE,Nanoparticle,0
Lapatinib,Ethyl_formate,Nanoparticle,0
Lapatinib,ETHYLENE_GLYCOL_MONOETHYL_ETHER,Nanoparticle,0
Lapatinib,DIETHYLENE_GLYCOL_MONOETHYL_ETHER,Nanoparticle,0
Lapatinib,TETROFOSMIN,Nanoparticle,0
Lapatinib,ETHYL_VANILLIN,Nanoparticle,0
Lapatinib,ISOLEUCINE,Nanoparticle,0
Lapatinib,THIMEROSAL,Nanoparticle,0
Lapatinib,DENATONIUM_BENZOATE,Nanoparticle,0
Lapatinib,ETHYL_MALTOL,Nanoparticle,0
Lapatinib,METHYL_CHLORIDE,Nanoparticle,0
Lapatinib,CHLOROTHEN,Nanoparticle,0
Lapatinib,TROMANTADINE,Nanoparticle,0
Lapatinib,EPITETRACYCLINE_HYDROCHLORIDE,Nanoparticle,0
Lapatinib,METHYLENE_BLUE,Nanoparticle,0
Lapatinib,CREATINE,Nanoparticle,0
Lapatinib,TENOX-2,Nanoparticle,0
Lapatinib,CREATININE,Nanoparticle,0
Lapatinib,METHYLPYRROLIDONE,Nanoparticle,0
Lapatinib,MORPHINE_SULFATE,Nanoparticle,0
Lapatinib,SODIUM_COCOYL_SARCOSINATE,Nanoparticle,0
Lapatinib,MEGLUMINE,Nanoparticle,0
Lapatinib,METHYL_ALCOHOL,Nanoparticle,0
Lapatinib,ASPARTAME,Nanoparticle,0
Lapatinib,NEOTAME,Nanoparticle,0
Lapatinib,Methyl_Paraben,Nanoparticle,0
Lapatinib,METHYLPARABEN_SODIUM,Nanoparticle,0
Lapatinib,DIMETHYL_PHTHALATE,Nanoparticle,0
Lapatinib,METHYL_SALICYLATE,Nanoparticle,0
Lapatinib,DIMETHYL_ISOSORBIDE,Nanoparticle,0
Lapatinib,VERSETAMIDE,Nanoparticle,0
Lapatinib,PEG-7_METHYL_ETHER,Nanoparticle,0
Lapatinib,METHYL_GLUCETH-20,Nanoparticle,0
Lapatinib,SIMETHICONE,Nanoparticle,0
Lapatinib,VANILLIN,Nanoparticle,0
Lapatinib,FD&C_RED_NO._40,Nanoparticle,0
Lapatinib,NEOHESPERIDIN_DIHYDROCHALONE,Nanoparticle,0
Lapatinib,Butylated_Hydroxyanisole_(BHA),Nanoparticle,0
Lapatinib,METHANESULFONIC_ACID,Nanoparticle,0
Lapatinib,DIMETHYL_SULFOXIDE,Nanoparticle,0
Lapatinib,METHIONINE,Nanoparticle,0
Lapatinib,Glycocholic_acid,Nanoparticle,0
Lapatinib,Taurocholic_acid,Nanoparticle,0
Lapatinib,Desoxycholic_acid,Nanoparticle,0
Lapatinib,URSODIOL,Nanoparticle,0
Lapatinib,Cholic_acid,Nanoparticle,0
Lapatinib,SODIUM_DESOXYCHOLATE,Nanoparticle,0
Lapatinib,L(+)-lactic_acid,Nanoparticle,0
Lapatinib,Choline_Bitartrate,Nanoparticle,0
Lapatinib,Choline_Chloride,Nanoparticle,0
Lapatinib,POLIDRONIUM_CHLORIDE,Nanoparticle,0
Lapatinib,DIMETHICONE_350,Nanoparticle,0
Lapatinib,CYCLOMETHICONE_5,Nanoparticle,0
Lapatinib,CARMINE,Nanoparticle,0
Lapatinib,".ALPHA.-TOCOPHEROL,_DL-",Nanoparticle,0
Lapatinib,TOCOPHERSOLAN,Nanoparticle,0
Lapatinib,Tocopherols,Nanoparticle,0
Lapatinib,ANTIPYRINE,Nanoparticle,0
Lapatinib,Butylated_Hydroxytoluene_(BHT),Nanoparticle,0
Lapatinib,PONCEAU_3R,Nanoparticle,0
Lapatinib,FD&C_RED_NO._4,Nanoparticle,0
Lapatinib,D&C_RED_NO._30,Nanoparticle,0
Lapatinib,CHLOROXYLENOL,Nanoparticle,0
Lapatinib,CHLOROCRESOL,Nanoparticle,0
Lapatinib,Riboflavin,Nanoparticle,0
Lapatinib,Riboflavin-5'-phosphate,Nanoparticle,0
Lapatinib,THYMOL,Nanoparticle,0
Lapatinib,D&C_RED_NO._6,Nanoparticle,0
Lapatinib,PONCEAU_XYLIDINE,Nanoparticle,0
Lapatinib,D&C_RED_NO._6_BARIUM_LAKE,Nanoparticle,0
Lapatinib,D&C_RED_NO._7,Nanoparticle,0
Lapatinib,D&C_BROWN_NO._1,Nanoparticle,0
Lapatinib,D&C_GREEN_NO._6,Nanoparticle,0
Lapatinib,D&C_GREEN_NO._5,Nanoparticle,0
Lapatinib,CRESOL,Nanoparticle,0
Lapatinib,POLYVINYLPYRIDINE,Nanoparticle,0
Lapatinib,SODIUM_XYLENESULFONATE,Nanoparticle,0
Lapatinib,AQUAPHOR,Nanoparticle,0
Lapatinib,METACRESOL,Nanoparticle,0
Lapatinib,OIL_ORANGE_SS,Nanoparticle,0
Lapatinib,O-TOLYL_BIGUANIDE,Nanoparticle,0
Lapatinib,YELLOW_OB,Nanoparticle,0
Lapatinib,DYE_YELLOW_NO._62,Nanoparticle,0
Lapatinib,Pyridoxine,Nanoparticle,0
Lapatinib,Pyridoxine_hydrochloride,Nanoparticle,0
Lapatinib,Thiamine_hydrochloride,Nanoparticle,0
Lapatinib,Thiamine_mononitrate,Nanoparticle,0
Lapatinib,MALTOL,Nanoparticle,0
Lapatinib,QUATERNIUM-15,Nanoparticle,0
Lapatinib,QUATERNIUM-15_CIS-FORM,Nanoparticle,0
Lapatinib,CARBON_TETRACHLORIDE,Nanoparticle,0
Lapatinib,TETRACHLOROETHYLENE,Nanoparticle,0
Lapatinib,CHLOROFORM,Nanoparticle,0
Lapatinib,TRICHLOROETHYLENE,Nanoparticle,0
Lapatinib,METHYLENE_CHLORIDE,Nanoparticle,0
Lapatinib,BENZYL_CHLORIDE,Nanoparticle,0
Lapatinib,Caffeine,Nanoparticle,0
Lapatinib,METHYLCHLOROISOTHIAZOLINONE,Nanoparticle,0
Lapatinib,METHYLISOTHIAZOLINONE,Nanoparticle,0
